,Time
339,2007-08-23T21:44:34.038
340,2007-08-24T04:22:38.653
341,2007-08-24T11:15:00.000
342,2007-08-24T17:51:46.730
343,2007-08-25T00:35:28.846
344,2007-08-25T07:17:53.076
345,2007-08-25T14:06:46.730
346,2007-08-25T20:48:19.038
347,2007-08-26T02:38:10.516
348,2007-08-26T03:24:39.807
349,2007-08-26T10:12:41.538
350,2007-08-26T16:58:59.423
351,2007-08-26T23:35:20.192
352,2007-08-27T06:18:36.346
353,2007-08-27T13:12:41.538
354,2007-08-27T19:50:20.192
355,2007-08-28T02:29:42.692
356,2007-08-28T09:14:16.730
357,2007-08-28T15:58:50.769
358,2007-08-28T22:39:05.192
359,2007-08-29T05:18:53.653
360,2007-08-29T12:09:05.192
361,2007-08-29T18:50:37.500
362,2007-08-30T01:35:11.538
363,2007-08-30T08:14:34.038
364,2007-08-30T14:09:56.398
365,2007-08-30T15:02:09.807
366,2007-08-30T20:33:25.282
367,2007-08-30T21:40:40.384
368,2007-08-31T03:15:20.528
369,2007-08-31T04:23:30.576
370,2007-08-31T10:00:25.930
371,2007-08-31T11:07:38.653
372,2007-08-31T16:49:16.062
373,2007-08-31T17:55:40.384
374,2007-09-01T00:35:54.807
375,2007-09-01T07:17:01.153
376,2007-09-01T14:01:09.230
377,2007-09-01T20:48:45.000
378,2007-09-02T03:28:33.461
379,2007-09-02T10:08:21.923
380,2007-09-02T16:58:33.461
381,2007-09-02T23:40:05.769
382,2007-09-03T06:19:28.269
383,2007-09-03T12:04:32.268
384,2007-09-03T13:03:36.346
385,2007-09-03T18:34:30.108
386,2007-09-03T19:48:36.346
387,2007-09-04T02:28:24.807
388,2007-09-04T08:29:18.943
389,2007-09-04T09:13:24.807
390,2007-09-04T15:55:49.038
391,2007-09-04T22:43:50.769
392,2007-09-05T05:23:13.269
393,2007-09-05T12:12:58.846
394,2007-09-05T17:36:44.081
395,2007-09-05T18:59:16.730
396,2007-09-06T01:38:39.230
397,2007-09-06T08:15:00.000
398,2007-09-06T15:00:25.961
399,2007-09-06T21:47:09.807
400,2007-09-07T03:42:47.106
401,2007-09-07T04:24:22.500
402,2007-09-07T10:13:54.093
403,2007-09-07T11:02:01.153
404,2007-09-07T17:01:17.791
405,2007-09-07T17:52:12.692
406,2007-09-08T00:36:20.769
407,2007-09-08T07:15:17.307
408,2007-09-08T12:48:54.453
409,2007-09-08T14:03:19.038
410,2007-09-08T19:59:55.678
411,2007-09-08T20:49:10.961
412,2007-09-09T01:50:59.783
413,2007-09-09T03:29:51.346
414,2007-09-09T09:19:00.936
415,2007-09-09T10:06:12.115
416,2007-09-09T16:06:59.207
417,2007-09-09T16:59:25.384
418,2007-09-09T22:56:06.626
419,2007-09-09T23:45:17.307
420,2007-09-10T19:50:20.192
421,2007-09-11T01:22:54.309
422,2007-09-11T02:33:36.346
423,2007-09-11T08:02:39.903
424,2007-09-11T09:18:36.346
425,2007-09-11T15:57:06.923
426,2007-09-11T22:50:46.153
427,2007-09-12T04:45:44.297
428,2007-09-12T05:26:40.961
429,2007-09-12T12:06:03.461
430,2007-09-12T18:10:26.650
431,2007-09-12T18:51:55.384
432,2007-09-13T01:42:06.923
433,2007-09-13T07:42:12.533
434,2007-09-13T08:18:53.653
435,2007-09-13T13:56:02.304
436,2007-09-13T14:53:30.576
437,2007-09-13T21:43:26.002
438,2007-09-14T03:31:15.630
439,2007-09-14T04:31:24.273
440,2007-09-14T10:11:27.154
441,2007-09-14T11:07:16.494
442,2007-09-14T23:45:05.402
443,2007-09-15T00:40:50.420
444,2007-09-15T06:41:42.280
445,2007-09-15T07:24:03.457
446,2007-09-15T14:01:39.399
447,2007-09-15T20:46:23.193
448,2007-09-16T03:36:57.046
449,2007-09-16T10:13:15.198
450,2007-09-16T16:56:02.304
451,2007-09-16T23:41:12.028
452,2007-09-17T06:27:52.509
453,2007-09-17T12:12:01.728
454,2007-09-17T13:08:04.033
455,2007-09-17T15:55:14.765
456,2007-09-17T19:47:49.627
457,2007-09-18T01:41:20.672
458,2007-09-18T02:37:57.551
459,2007-09-18T08:17:12.893
460,2007-09-18T09:19:13.901
461,2007-09-18T15:56:49.843
462,2007-09-18T21:29:14.621
463,2007-09-18T22:41:20.672
464,2007-09-19T05:33:25.282
465,2007-09-19T11:26:21.752
466,2007-09-19T12:04:32.268
467,2007-09-19T18:46:27.515
468,2007-09-20T01:33:33.925
469,2007-09-20T07:50:25.210
470,2007-09-20T08:20:14.405
471,2007-09-20T15:00:12.965
472,2007-09-20T21:42:34.141
473,2007-09-21T04:37:27.298
474,2007-09-21T10:22:24.057
475,2007-09-21T11:18:04.753
476,2007-09-21T17:54:35.870
477,2007-09-21T23:56:19.591
478,2007-09-22T00:45:35.654
479,2007-09-22T07:27:04.969
480,2007-09-22T14:07:16.494
481,2007-09-22T20:10:43.937
482,2007-09-22T20:50:16.566
483,2007-09-23T02:35:56.542
484,2007-09-23T03:32:37.743
485,2007-09-23T10:17:08.571
486,2007-09-23T15:56:54.165
487,2007-09-23T17:00:21.608
488,2007-09-24T12:39:11.020
489,2007-09-24T13:10:39.615
490,2007-09-24T18:51:34.357
491,2007-09-24T19:49:07.418
492,2007-09-25T16:00:04.321
493,2007-09-25T22:36:35.438
494,2007-09-26T04:34:17.142
495,2007-09-26T05:25:25.570
496,2007-09-26T11:21:49.483
497,2007-09-26T12:10:09.363
498,2007-09-26T18:00:43.217
499,2007-09-26T18:52:53.470
500,2007-09-27T00:39:45.594
501,2007-09-27T01:36:08.507
502,2007-09-27T07:32:46.386
503,2007-09-28T11:12:14.693
504,2007-09-28T16:55:19.087
505,2007-09-28T17:58:29.243
506,2007-09-29T00:38:40.768
507,2007-09-29T04:24:38.031
508,2007-09-29T07:19:44.153
509,2007-09-29T13:11:27.154
510,2007-09-29T14:09:52.076
511,2007-09-29T20:48:06.914
512,2007-09-30T03:30:02.160
513,2007-09-30T09:04:32.268
514,2007-09-30T10:22:19.735
515,2007-09-30T17:03:49.051
516,2007-09-30T23:09:00.216
517,2007-09-30T23:42:03.889
518,2007-10-01T05:51:12.749
519,2007-10-01T06:35:39.255
520,2007-10-01T13:19:44.153
521,2007-10-01T18:46:31.836
522,2007-10-01T19:56:28.235
523,2007-10-02T02:32:46.386
524,2007-10-02T22:39:36.950
525,2007-10-03T04:50:33.853
526,2007-10-03T05:21:06.266
527,2007-10-03T11:36:13.829
528,2007-10-03T12:06:41.920
529,2007-10-03T18:23:54.813
530,2007-10-03T19:00:43.217
531,2007-10-04T01:40:54.741
532,2007-10-04T07:47:02.088
533,2007-10-04T08:23:15.918
534,2007-10-04T14:19:44.153
535,2007-10-04T15:04:58.199
536,2007-10-04T21:47:45.306
537,2007-10-05T04:27:30.900
538,2007-10-05T10:32:07.490
539,2007-10-05T11:19:22.545
540,2007-10-05T18:05:24.129
541,2007-10-05T23:55:32.052
542,2007-10-06T00:41:42.280
543,2007-10-06T06:26:47.683
544,2007-10-06T07:28:22.761
545,2007-10-06T14:12:53.589
546,2007-10-06T19:35:13.757
547,2007-10-06T20:53:44.009
548,2007-10-07T02:46:05.906
549,2007-10-07T03:36:05.186
550,2007-10-07T09:19:31.188
551,2007-10-07T10:14:58.919
552,2007-10-07T16:21:01.944
553,2007-10-07T17:08:08.355
554,2007-10-07T22:57:11.452
555,2007-10-07T23:41:12.028
556,2007-10-08T05:37:22.977
557,2007-10-08T06:22:41.344
558,2007-10-08T12:31:41.560
559,2007-10-08T13:08:55.894
560,2007-10-08T19:53:26.722
561,2007-10-09T01:53:31.044
562,2007-10-09T02:23:59.351
563,2007-10-09T08:32:59.351
564,2007-10-09T09:13:36.806
565,2007-10-09T15:20:48.979
566,2007-10-09T16:03:18.799
567,2007-10-09T22:07:20.816
568,2007-10-09T22:50:25.210
569,2007-10-10T04:36:26.794
570,2007-10-10T05:24:46.674
571,2007-10-10T11:37:05.690
572,2007-10-10T12:18:22.040
573,2007-10-10T18:15:33.493
574,2007-10-10T18:51:12.749
575,2007-10-11T00:46:49.123
576,2007-10-11T01:42:38.463
577,2007-10-11T07:43:26.002
578,2007-10-11T08:24:59.639
579,2007-10-11T14:17:51.788
580,2007-10-11T15:05:50.060
581,2007-10-11T21:06:24.633
582,2007-10-11T21:52:30.540
583,2007-10-12T03:46:53.445
584,2007-10-12T04:30:32.412
585,2007-10-12T10:30:58.343
586,2007-10-12T11:13:19.519
587,2007-10-12T17:07:42.424
588,2007-10-12T18:02:09.651
589,2007-10-12T23:48:19.879
590,2007-10-13T00:49:03.097
591,2007-10-13T13:12:36.302
592,2007-10-13T14:04:53.877
593,2007-10-13T20:09:30.468
594,2007-10-13T20:54:09.939
595,2007-10-14T02:42:12.533
596,2007-10-14T03:38:40.768
597,2007-10-14T10:21:27.875
598,2007-10-14T15:57:50.348
599,2007-10-14T17:05:58.703
600,2007-10-14T23:50:42.496
601,2007-10-15T06:25:42.857
602,2007-10-15T12:21:45.162
603,2007-10-15T13:08:55.894
604,2007-10-15T18:57:37.382
605,2007-10-15T20:02:05.330
606,2007-10-16T01:53:48.331
607,2007-10-16T02:35:47.899
608,2007-10-16T08:07:03.529
609,2007-10-16T09:12:44.945
610,2007-10-16T15:30:10.804
611,2007-10-16T15:54:14.261
612,2007-10-16T22:10:30.972
613,2007-10-16T22:40:02.881
614,2007-10-18T00:57:46.026
615,2007-10-18T01:41:46.602
616,2007-10-18T07:34:38.751
617,2007-10-18T08:16:46.962
618,2007-10-18T14:15:24.849
619,2007-10-18T15:03:14.477
620,2007-10-18T21:07:16.494
621,2007-10-18T21:34:47.394
622,2007-10-19T04:38:19.159
623,2007-10-19T10:25:47.178
624,2007-10-19T11:10:18.007
625,2007-10-19T17:04:40.912
626,2007-10-19T17:59:21.104
627,2007-10-20T00:04:27.947
628,2007-10-20T00:38:14.837
629,2007-10-20T06:33:16.638
630,2007-10-20T07:23:37.527
631,2007-10-20T13:20:40.336
632,2007-10-20T14:07:16.494
633,2007-10-20T20:52:26.218
634,2007-10-21T02:40:28.811
635,2007-10-21T03:41:16.350
636,2007-10-21T09:24:16.422
637,2007-10-21T10:20:36.014
638,2007-10-21T16:04:10.660
639,2007-10-21T17:00:21.608
640,2007-10-21T23:36:52.725
641,2007-10-22T05:44:52.436
642,2007-10-22T06:22:41.344
643,2007-10-22T12:26:47.683
644,2007-10-22T13:04:36.590
645,2007-10-22T19:07:33.781
646,2007-10-22T19:48:15.558
647,2007-10-23T01:54:57.478
648,2007-10-23T02:27:35.222
649,2007-10-23T08:33:59.855
650,2007-10-23T09:14:28.667
651,2007-10-23T22:06:11.668
652,2007-10-23T22:46:05.906
653,2007-10-24T04:48:50.132
654,2007-10-24T05:34:30.108
655,2007-10-24T11:24:07.779
656,2007-10-24T12:05:24.129
657,2007-10-24T18:19:09.579
658,2007-10-24T18:41:16.350
659,2007-10-25T00:52:34.861
660,2007-10-25T01:27:04.969
661,2007-10-25T07:51:47.322
662,2007-10-25T08:19:48.475
663,2007-10-25T14:15:07.563
664,2007-10-25T15:02:22.617
665,2007-10-25T20:54:27.226
666,2007-10-25T21:48:11.236
667,2007-10-26T03:41:42.280
668,2007-10-26T04:40:02.881
669,2007-10-26T10:32:42.064
670,2007-10-26T11:16:46.962
671,2007-10-26T17:09:08.859
672,2007-10-26T17:53:18.079
673,2007-10-26T23:54:05.618
674,2007-10-27T00:45:09.723
675,2007-10-27T06:39:02.376
676,2007-10-27T07:29:14.621
677,2007-10-27T13:08:25.642
678,2007-10-27T14:08:08.355
679,2007-10-27T19:55:49.339
680,2007-10-27T20:49:50.636
681,2007-10-28T03:02:13.973
682,2007-10-28T03:30:54.021
683,2007-10-28T09:40:50.420
684,2007-10-28T10:13:15.198
685,2007-10-28T16:21:53.805
686,2007-10-28T16:59:03.817
687,2007-10-28T23:00:56.182
688,2007-10-28T23:43:21.680
689,2007-10-29T02:37:31.620
690,2007-10-29T05:52:04.609
691,2007-10-29T06:33:29.603
692,2007-10-29T12:27:30.900
693,2007-10-29T13:09:47.755
694,2007-10-29T19:48:15.558
695,2007-10-30T01:51:30.036
696,2007-10-30T02:37:35.942
697,2007-10-30T09:24:50.996
698,2007-10-30T15:22:58.631
699,2007-10-30T16:02:26.938
700,2007-10-30T22:11:48.763
701,2007-10-30T22:49:07.418
702,2007-10-31T04:46:49.123
703,2007-10-31T05:22:37.022
704,2007-10-31T11:34:30.108
705,2007-10-31T12:19:13.901
706,2007-10-31T18:16:25.354
707,2007-10-31T18:52:04.609
708,2007-11-01T00:59:47.034
709,2007-11-01T01:46:05.906
710,2007-11-01T07:44:09.219
711,2007-11-01T08:29:24.705
712,2007-11-01T14:19:00.936
713,2007-11-01T15:09:49.195
714,2007-11-01T21:19:48.475
715,2007-11-01T21:51:41.560
716,2007-11-02T03:51:12.749
717,2007-11-02T04:32:29.099
718,2007-11-02T10:27:22.256
719,2007-11-02T11:21:43.721
720,2007-11-02T18:01:22.112
721,2007-11-03T00:06:46.242
722,2007-11-03T00:41:30.756
723,2007-11-03T06:47:40.984
724,2007-11-03T07:29:36.230
725,2007-11-03T13:35:39.255
726,2007-11-03T14:10:35.294
727,2007-11-03T20:11:14.189
728,2007-11-03T20:48:02.593
729,2007-11-04T02:48:50.132
730,2007-11-04T03:28:35.726
731,2007-11-04T22:56:28.235
732,2007-11-04T23:37:57.551
733,2007-11-05T05:36:22.472
734,2007-11-05T06:35:00.360
735,2007-11-05T12:16:59.927
736,2007-11-05T13:13:45.450
737,2007-11-05T19:13:36.806
738,2007-11-05T19:55:32.052
739,2007-11-06T01:59:51.356
740,2007-11-06T02:44:13.541
741,2007-11-06T08:37:01.368
742,2007-11-06T09:25:08.283
743,2007-11-06T15:10:43.937
744,2007-11-06T16:10:48.259
745,2007-11-06T22:09:56.398
746,2007-11-06T22:43:56.254
747,2007-11-07T04:52:34.861
748,2007-11-07T05:34:21.464
749,2007-11-07T11:38:49.411
750,2007-11-07T12:16:33.997
751,2007-11-07T18:20:01.440
752,2007-11-07T18:53:00.435
753,2007-11-08T00:49:50.636
754,2007-11-08T01:37:22.977
755,2007-11-08T07:48:19.879
756,2007-11-08T08:27:13.613
757,2007-11-08T14:26:56.326
758,2007-11-08T15:16:46.962
759,2007-11-08T21:50:55.462
760,2007-11-09T03:52:39.183
761,2007-11-09T04:33:33.925
762,2007-11-09T10:43:21.680
763,2007-11-09T11:16:46.962
764,2007-11-09T17:26:08.787
765,2007-11-09T18:07:20.816
766,2007-11-10T00:02:26.938
767,2007-11-10T00:40:11.524
768,2007-11-10T06:32:24.777
769,2007-11-10T07:32:20.456
770,2007-11-10T13:31:19.951
771,2007-11-10T14:15:07.563
772,2007-11-10T20:03:36.086
773,2007-11-10T20:55:10.444
774,2007-11-11T02:53:18.079
775,2007-11-11T03:36:48.403
776,2007-11-11T09:46:01.584
777,2007-11-11T10:26:04.465
778,2007-11-11T16:17:43.145
779,2007-11-11T17:02:57.190
780,2007-11-11T22:55:27.731
781,2007-11-11T23:44:26.506
782,2007-11-12T05:35:39.255
783,2007-11-12T06:34:25.786
784,2007-11-12T12:30:49.699
785,2007-11-12T13:15:29.171
786,2007-11-12T19:14:37.310
787,2007-11-12T19:52:56.470
788,2007-11-13T02:00:43.217
789,2007-11-13T02:32:59.351
790,2007-11-13T08:40:28.811
791,2007-11-13T09:21:06.266
792,2007-11-13T15:24:42.352
793,2007-11-13T15:53:31.044
794,2007-11-13T22:20:01.440
795,2007-11-13T22:45:39.975
796,2007-11-14T04:47:32.340
797,2007-11-14T05:27:00.648
798,2007-11-14T11:28:27.082
799,2007-11-14T12:11:40.120
800,2007-11-14T18:17:43.145
801,2007-11-14T18:57:46.026
802,2007-11-15T00:59:55.678
803,2007-11-15T01:39:58.559
804,2007-11-15T07:39:58.559
805,2007-11-15T08:15:24.849
806,2007-11-15T14:22:19.735
807,2007-11-15T15:12:10.372
808,2007-11-15T21:07:25.138
809,2007-11-15T21:57:50.348
810,2007-11-16T04:00:08.643
811,2007-11-16T04:30:23.769
812,2007-11-16T10:35:00.360
813,2007-11-16T11:09:17.503
814,2007-11-16T17:23:15.918
815,2007-11-16T17:48:02.593
816,2007-11-17T00:00:08.643
817,2007-11-17T00:41:55.246
818,2007-11-17T06:48:06.914
819,2007-11-17T07:18:56.614
820,2007-11-17T13:38:49.411
821,2007-11-17T14:12:49.267
822,2007-11-17T20:19:18.223
